iShares Core S&P 500 ETF
Fund Holdings as of,"May 07, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,108,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","950,807,347.00","0.12","950,807,347.00","2,968,490.00","320.30","United States","NYSE","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","945,608,444.34","0.12","945,608,444.34","3,258,247.00","290.22","United States","NASDAQ","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","945,466,190.61","0.12","945,466,190.61","945,466,191.00","1.00","United States","-","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","939,992,715.04","0.12","939,992,715.04","4,187,423.00","224.48","United States","NASDAQ","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","933,283,753.60","0.11","933,283,753.60","3,948,736.00","236.35","United States","NYSE","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","929,081,440.80","0.11","929,081,440.80","2,144,694.00","433.20","United States","NYSE","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","925,401,736.70","0.11","925,401,736.70","1,305,037.00","709.10","United States","NASDAQ","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","925,222,191.54","0.11","925,222,191.54","3,819,129.00","242.26","United States","NYSE","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","922,603,020.48","0.11","922,603,020.48","7,002,148.00","131.76","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","919,454,344.26","0.11","919,454,344.26","7,024,634.00","130.89","United States","NYSE","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","917,634,660.71","0.11","917,634,660.71","11,703,031.00","78.41","United States","NYSE","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","914,843,303.99","0.11","914,843,303.99","3,257,177.00","280.87","United States","NYSE","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","911,651,133.12","0.11","911,651,133.12","10,435,567.00","87.36","United States","NYSE","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","910,908,462.31","0.11","910,908,462.31","2,906,629.00","313.39","United States","NYSE","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","908,050,079.38","0.11","908,050,079.38","731,131.00","1,241.98","United States","NYSE","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","907,937,730.00","0.11","907,937,730.00","1,986,300.00","457.10","United States","NYSE","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","891,679,537.54","0.11","891,679,537.54","8,886,581.00","100.34","United States","NYSE","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","885,944,712.59","0.11","885,944,712.59","3,847,417.00","230.27","United States","NYSE","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","885,155,237.82","0.11","885,155,237.82","455,791.00","1,942.02","United States","NYSE","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","883,555,975.59","0.11","883,555,975.59","8,183,347.00","107.97","United States","NASDAQ","USD","1.00","USD","-"
"PSX","PHILLIPS 66","Energy","Equity","877,956,126.24","0.11","877,956,126.24","5,216,304.00","168.31","United States","NYSE","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","870,825,004.86","0.11","870,825,004.86","2,776,954.00","313.59","United States","NYSE","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","870,172,835.28","0.11","870,172,835.28","32,086,019.00","27.12","United States","NASDAQ","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","869,415,036.28","0.11","869,415,036.28","2,026,514.00","429.02","United States","NYSE","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","867,602,286.65","0.11","867,602,286.65","3,395,305.00","255.53","United States","NYSE","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","850,328,144.34","0.10","850,328,144.34","2,882,566.00","294.99","United States","NYSE","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","847,964,087.20","0.10","847,964,087.20","4,210,348.00","201.40","United States","NYSE","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","846,661,692.10","0.10","846,661,692.10","3,300,182.00","256.55","United States","NYSE","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","836,868,479.82","0.10","836,868,479.82","2,799,453.00","298.94","United States","NYSE","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","829,275,569.65","0.10","829,275,569.65","4,839,659.00","171.35","United States","NASDAQ","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","825,095,596.52","0.10","825,095,596.52","924,394.00","892.58","United States","NASDAQ","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","814,365,441.00","0.10","814,365,441.00","4,180,950.00","194.78","United States","NYSE","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","812,963,890.32","0.10","812,963,890.32","16,344,268.00","49.74","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","812,801,676.46","0.10","812,801,676.46","12,793,982.00","63.53","United States","NASDAQ","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","802,095,328.26","0.10","802,095,328.26","4,249,962.00","188.73","United States","NASDAQ","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","798,907,842.72","0.10","798,907,842.72","25,346,061.00","31.52","United States","NYSE","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","797,985,800.82","0.10","797,985,800.82","3,798,847.00","210.06","United States","NYSE","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","788,412,860.36","0.10","788,412,860.36","2,220,506.00","355.06","United States","NYSE","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","780,482,924.48","0.10","780,482,924.48","10,231,816.00","76.28","United States","NASDAQ","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","775,766,731.40","0.10","775,766,731.40","6,801,988.00","114.05","United States","NASDAQ","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","774,722,008.50","0.10","774,722,008.50","2,427,150.00","319.19","United States","NYSE","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","773,747,728.15","0.09","773,747,728.15","8,449,795.00","91.57","United States","NYSE","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","770,235,585.90","0.09","770,235,585.90","5,483,665.00","140.46","United States","NASDAQ","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","770,033,713.20","0.09","770,033,713.20","815,610.00","944.12","United States","NYSE","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","768,202,300.97","0.09","768,202,300.97","6,011,443.00","127.79","United States","NYSE","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","763,350,047.04","0.09","763,350,047.04","214,733.00","3,554.88","United States","NYSE","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","748,257,789.24","0.09","748,257,789.24","4,400,481.00","170.04","United States","NASDAQ","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","737,923,287.96","0.09","737,923,287.96","5,862,117.00","125.88","United States","NYSE","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","735,878,118.60","0.09","735,878,118.60","11,909,340.00","61.79","United States","NYSE","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","732,409,818.66","0.09","732,409,818.66","1,830,933.00","400.02","United States","NYSE","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","728,267,997.82","0.09","728,267,997.82","2,418,049.00","301.18","United States","NYSE","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","719,224,117.17","0.09","719,224,117.17","3,366,051.00","213.67","United States","NYSE","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","717,940,319.50","0.09","717,940,319.50","2,027,450.00","354.11","United States","NASDAQ","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","711,637,888.62","0.09","711,637,888.62","7,005,689.00","101.58","United States","NASDAQ","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","701,474,540.81","0.09","701,474,540.81","9,233,573.00","75.97","United States","NASDAQ","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","701,531,769.76","0.09","701,531,769.76","2,779,004.00","252.44","United States","NYSE","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","699,512,133.12","0.09","699,512,133.12","8,146,176.00","85.87","United States","NYSE","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","699,553,378.31","0.09","699,553,378.31","2,980,247.00","234.73","United States","NYSE","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","699,004,112.80","0.09","699,004,112.80","566,408.00","1,234.10","United States","NYSE","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","689,012,417.28","0.08","689,012,417.28","2,744,632.00","251.04","United States","NASDAQ","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","688,439,164.35","0.08","688,439,164.35","8,706,705.00","79.07","United States","NYSE","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","686,546,371.20","0.08","686,546,371.20","6,043,542.00","113.60","United States","NYSE","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","685,040,903.75","0.08","685,040,903.75","15,425,375.00","44.41","United States","NYSE","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","683,749,740.40","0.08","683,749,740.40","10,171,820.00","67.22","United States","NYSE","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","681,094,915.01","0.08","681,094,915.01","11,054,941.00","61.61","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","675,004,411.01","0.08","675,004,411.01","14,897,471.00","45.31","United States","NYSE","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","671,795,211.58","0.08","671,795,211.58","3,326,707.00","201.94","United States","NYSE","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","671,689,203.30","0.08","671,689,203.30","2,962,899.00","226.70","United States","NYSE","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","659,393,611.64","0.08","659,393,611.64","14,864,599.00","44.36","United States","NASDAQ","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","655,999,873.92","0.08","655,999,873.92","5,856,096.00","112.02","United States","NYSE","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","652,485,500.25","0.08","652,485,500.25","1,454,655.00","448.55","United States","NYSE","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","643,875,363.78","0.08","643,875,363.78","2,518,483.00","255.66","United States","NYSE","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","634,787,423.25","0.08","634,787,423.25","4,123,335.00","153.95","United States","NYSE","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","632,552,938.29","0.08","632,552,938.29","2,044,913.00","309.33","United States","NYSE","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","622,740,680.92","0.08","622,740,680.92","5,851,726.00","106.42","United States","NASDAQ","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","621,753,783.08","0.08","621,753,783.08","7,512,733.00","82.76","United States","NYSE","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","617,909,475.12","0.08","617,909,475.12","50,731,484.00","12.18","United States","NYSE","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","615,949,428.15","0.08","615,949,428.15","7,658,205.00","80.43","United States","NASDAQ","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","614,824,320.69","0.08","614,824,320.69","8,409,579.00","73.11","United States","NYSE","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","591,235,949.60","0.07","591,235,949.60","1,033,268.00","572.20","United States","NASDAQ","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","588,105,020.66","0.07","588,105,020.66","13,242,626.00","44.41","United States","NASDAQ","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","586,292,548.94","0.07","586,292,548.94","2,207,593.00","265.58","United States","NYSE","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","585,643,451.25","0.07","585,643,451.25","2,915,825.00","200.85","United States","NASDAQ","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","578,765,966.08","0.07","578,765,966.08","11,652,224.00","49.67","United States","NASDAQ","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","565,244,874.50","0.07","565,244,874.50","3,594,562.00","157.25","United States","NYSE","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","564,966,169.50","0.07","564,966,169.50","3,686,325.00","153.26","United States","NYSE","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","564,442,365.12","0.07","564,442,365.12","3,046,429.00","185.28","United States","NYSE","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","561,692,443.76","0.07","561,692,443.76","7,126,268.00","78.82","United States","NYSE","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","560,981,439.60","0.07","560,981,439.60","16,861,480.00","33.27","United States","NYSE","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","559,671,664.88","0.07","559,671,664.88","951,224.00","588.37","United States","NYSE","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","557,177,788.80","0.07","557,177,788.80","2,887,530.00","192.96","United States","NASDAQ","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","551,846,231.10","0.07","551,846,231.10","3,761,733.00","146.70","United States","NYSE","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","550,902,373.48","0.07","550,902,373.48","11,919,134.00","46.22","United States","NASDAQ","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","540,655,301.56","0.07","540,655,301.56","1,178,309.00","458.84","United States","NYSE","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","537,546,157.06","0.07","537,546,157.06","3,613,027.00","148.78","United States","NYSE","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","535,529,732.40","0.07","535,529,732.40","579,540.00","924.06","United States","NYSE","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","532,195,863.45","0.07","532,195,863.45","6,148,999.00","86.55","United States","NYSE","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","530,915,568.47","0.07","530,915,568.47","6,946,429.00","76.43","United States","NYSE","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","525,029,889.55","0.06","525,029,889.55","2,604,961.00","201.55","United States","NYSE","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","517,426,064.00","0.06","517,426,064.00","5,813,776.00","89.00","United States","NASDAQ","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","513,435,174.56","0.06","513,435,174.56","5,637,808.00","91.07","United States","NYSE","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","513,221,671.00","0.06","513,221,671.00","5,101,100.00","100.61","United States","NASDAQ","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","511,975,544.40","0.06","511,975,544.40","2,116,476.00","241.90","United States","NYSE","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","510,932,753.10","0.06","510,932,753.10","17,203,123.00","29.70","United States","NYSE","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","509,144,235.82","0.06","509,144,235.82","3,488,006.00","145.97","United States","NYSE","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","503,660,155.50","0.06","503,660,155.50","2,253,513.00","223.50","United States","NASDAQ","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","502,948,745.35","0.06","502,948,745.35","6,462,145.00","77.83","United States","NYSE","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","502,235,555.76","0.06","502,235,555.76","9,311,004.00","53.94","United States","NYSE","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","501,625,788.24","0.06","501,625,788.24","17,588,562.00","28.52","United States","NASDAQ","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","500,571,551.13","0.06","500,571,551.13","7,537,593.00","66.41","United States","NYSE","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","497,310,976.68","0.06","497,310,976.68","7,090,262.00","70.14","United States","NYSE","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","497,138,447.27","0.06","497,138,447.27","4,672,793.00","106.39","United States","NYSE","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","494,241,057.63","0.06","494,241,057.63","1,710,591.00","288.93","United States","NYSE","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","486,385,174.44","0.06","486,385,174.44","1,380,051.00","352.44","United States","NASDAQ","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","485,679,636.99","0.06","485,679,636.99","3,829,979.00","126.81","United States","NYSE","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","482,655,369.13","0.06","482,655,369.13","5,765,803.00","83.71","United States","NASDAQ","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","482,362,353.66","0.06","482,362,353.66","6,221,622.00","77.53","United States","NYSE","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","479,035,814.44","0.06","479,035,814.44","3,610,732.00","132.67","United States","NYSE","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","478,570,187.55","0.06","478,570,187.55","2,512,839.00","190.45","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","477,936,412.00","0.06","477,936,412.00","1,367,095.00","349.60","United States","NYSE","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","477,144,173.33","0.06","477,144,173.33","5,464,943.00","87.31","United States","NYSE","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","475,200,672.82","0.06","475,200,672.82","4,213,519.00","112.78","United States","NYSE","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","471,809,619.30","0.06","471,809,619.30","2,382,155.00","198.06","United States","NASDAQ","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","468,821,158.19","0.06","468,821,158.19","780,731.00","600.49","United States","NYSE","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","460,693,994.54","0.06","460,693,994.54","28,455,466.00","16.19","United States","NYSE","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","458,787,103.45","0.06","458,787,103.45","1,354,753.00","338.65","United States","Cboe BZX","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","454,221,675.42","0.06","454,221,675.42","8,079,361.00","56.22","United States","NYSE","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","451,885,079.12","0.06","451,885,079.12","6,200,399.00","72.88","United States","NYSE","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","449,210,583.00","0.06","449,210,583.00","16,637,429.00","27.00","United States","NYSE","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","446,108,225.20","0.05","446,108,225.20","4,486,205.00","99.44","United States","NYSE","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","445,019,606.43","0.05","445,019,606.43","1,269,707.00","350.49","United States","NYSE","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","439,547,258.00","0.05","439,547,258.00","24,805,150.00","17.72","United States","NYSE","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","437,432,605.24","0.05","437,432,605.24","4,627,937.00","94.52","United States","NASDAQ","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","436,103,993.76","0.05","436,103,993.76","1,021,584.00","426.89","United States","NASDAQ","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","434,462,128.80","0.05","434,462,128.80","3,661,712.00","118.65","United States","NYSE","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","427,826,543.88","0.05","427,826,543.88","4,297,173.00","99.56","United States","NASDAQ","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","425,444,543.70","0.05","425,444,543.70","26,278,230.00","16.19","United States","NASDAQ","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","424,182,815.28","0.05","424,182,815.28","10,843,119.00","39.12","United States","NYSE","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","418,753,650.90","0.05","418,753,650.90","1,965,795.00","213.02","United States","NYSE","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","417,466,831.00","0.05","417,466,831.00","4,187,230.00","99.70","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","413,935,874.28","0.05","413,935,874.28","1,777,159.00","232.92","United States","NASDAQ","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","408,381,967.35","0.05","408,381,967.35","479,913.00","850.95","United States","NASDAQ","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","407,140,867.34","0.05","407,140,867.34","14,141,746.00","28.79","United States","NYSE","USD","1.00","USD","-"
"FISV","FISERV INC","Financials","Equity","395,578,142.18","0.05","395,578,142.18","6,963,178.00","56.81","United States","NASDAQ","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","394,250,367.84","0.05","394,250,367.84","4,182,584.00","94.26","United States","NASDAQ","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","393,681,460.83","0.05","393,681,460.83","2,747,829.00","143.27","United States","NYSE","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","392,237,525.68","0.05","392,237,525.68","2,195,687.00","178.64","United States","NYSE","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","390,624,372.60","0.05","390,624,372.60","11,529,645.00","33.88","United States","NASDAQ","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","390,191,022.87","0.05","390,191,022.87","1,885,983.00","206.89","United States","NYSE","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","390,041,090.94","0.05","390,041,090.94","2,749,479.00","141.86","United States","NYSE","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","389,867,310.18","0.05","389,867,310.18","5,032,494.00","77.47","United States","NYSE","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","389,516,477.28","0.05","389,516,477.28","2,141,848.00","181.86","United States","NYSE","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","389,378,459.42","0.05","389,378,459.42","2,711,738.00","143.59","United States","NYSE","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","389,213,322.55","0.05","389,213,322.55","3,578,315.00","108.77","United States","NYSE","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","386,056,852.09","0.05","386,056,852.09","2,412,403.00","160.03","United States","NASDAQ","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","385,795,341.92","0.05","385,795,341.92","1,561,166.00","247.12","United States","NYSE","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","385,702,445.00","0.05","385,702,445.00","1,746,050.00","220.90","United States","NYSE","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","383,389,345.56","0.05","383,389,345.56","607,802.00","630.78","United States","NYSE","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","382,926,544.79","0.05","382,926,544.79","1,514,801.00","252.79","United States","NASDAQ","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","381,794,974.00","0.05","381,794,974.00","2,688,697.00","142.00","United States","NYSE","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","364,692,942.88","0.04","364,692,942.88","3,153,692.00","115.64","United States","NYSE","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","363,624,296.56","0.04","363,624,296.56","1,900,012.00","191.38","United States","NASDAQ","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","361,921,764.38","0.04","361,921,764.38","5,900,257.00","61.34","United States","NASDAQ","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","360,904,610.24","0.04","360,904,610.24","2,757,523.00","130.88","United States","NASDAQ","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","358,823,729.68","0.04","358,823,729.68","1,918,228.00","187.06","United States","NYSE","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","357,109,925.00","0.04","357,109,925.00","4,607,870.00","77.50","United States","NYSE","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","357,020,632.32","0.04","357,020,632.32","8,452,193.00","42.24","United States","NYSE","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","353,335,100.56","0.04","353,335,100.56","5,501,948.00","64.22","United States","NYSE","USD","1.00","USD","-"
