iShares Russell 2000 ETF
Fund Holdings as of,"May 07, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"278,950,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"LION","LIONSGATE STUDIOS CORP","Communication","Equity","59,898,686.34","0.08","59,898,686.34","4,838,343.00","12.38","United States","NYSE","USD","1.00","USD","-"
"TARS","TARSUS PHARMACEUTICALS INC","Health Care","Equity","59,691,501.48","0.08","59,691,501.48","933,263.00","63.96","United States","NASDAQ","USD","1.00","USD","-"
"OSW","ONESPAWORLD HOLDINGS LTD","Consumer Discretionary","Equity","59,672,866.00","0.08","59,672,866.00","2,427,700.00","24.58","United States","NASDAQ","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","59,624,221.02","0.08","59,624,221.02","3,866,681.00","15.42","United States","NYSE","USD","1.00","USD","-"
"TXG","10X GENOMICS INC CLASS A","Health Care","Equity","59,362,980.98","0.08","59,362,980.98","2,647,769.00","22.42","United States","NASDAQ","USD","1.00","USD","-"
"CLDX","CELLDEX THERAPEUTICS INC","Health Care","Equity","59,239,361.44","0.08","59,239,361.44","1,777,892.00","33.32","United States","NASDAQ","USD","1.00","USD","-"
"UPST","UPSTART HOLDINGS INC","Financials","Equity","59,065,083.00","0.08","59,065,083.00","2,036,727.00","29.00","United States","NASDAQ","USD","1.00","USD","-"
"ATKR","ATKORE INC","Industrials","Equity","58,904,678.04","0.07","58,904,678.04","796,332.00","73.97","United States","NYSE","USD","1.00","USD","-"
"TRMK","TRUSTMARK CORP","Financials","Equity","58,810,027.64","0.07","58,810,027.64","1,309,217.00","44.92","United States","NASDAQ","USD","1.00","USD","-"
"TBBK","BANCORP INC","Financials","Equity","58,763,687.50","0.07","58,763,687.50","987,625.00","59.50","United States","NASDAQ","USD","1.00","USD","-"
"JOE","ST JOE","Real Estate","Equity","58,635,029.20","0.07","58,635,029.20","901,384.00","65.05","United States","NYSE","USD","1.00","USD","-"
"BBT","BEACON FINANCIAL CORP","Financials","Equity","58,463,083.60","0.07","58,463,083.60","2,024,345.00","28.88","United States","NYSE","USD","1.00","USD","-"
"PPTA","PERPETUA RESOURCES CORP","Materials","Equity","58,347,226.03","0.07","58,347,226.03","2,046,553.00","28.51","United States","NASDAQ","USD","1.00","USD","-"
"ROG","ROGERS CORP","Information Technology","Equity","58,352,382.98","0.07","58,352,382.98","425,123.00","137.26","United States","NYSE","USD","1.00","USD","-"
"ABM","ABM INDUSTRIES INC","Industrials","Equity","58,124,982.80","0.07","58,124,982.80","1,426,030.00","40.76","United States","NYSE","USD","1.00","USD","-"
"GOLF","ACUSHNET HOLDINGS CORP","Consumer Discretionary","Equity","57,887,053.98","0.07","57,887,053.98","646,566.00","89.53","United States","NYSE","USD","1.00","USD","-"
"AMSC","AMERICAN SUPERCONDUCTOR CORP","Industrials","Equity","57,858,335.88","0.07","57,858,335.88","1,087,154.00","53.22","United States","NASDAQ","USD","1.00","USD","-"
"TMDX","TRANSMEDICS GROUP INC","Health Care","Equity","57,688,175.70","0.07","57,688,175.70","791,333.00","72.90","United States","NASDAQ","USD","1.00","USD","-"
"ATRO","ASTRONICS CORP","Industrials","Equity","57,543,781.30","0.07","57,543,781.30","738,214.00","77.95","United States","NASDAQ","USD","1.00","USD","-"
"MTX","MINERALS TECHNOLOGIES INC","Materials","Equity","57,478,169.19","0.07","57,478,169.19","738,699.00","77.81","United States","NYSE","USD","1.00","USD","-"
"HNI","HNI CORP","Industrials","Equity","57,372,424.80","0.07","57,372,424.80","1,653,384.00","34.70","United States","NYSE","USD","1.00","USD","-"
"ICHR","ICHOR HOLDINGS LTD","Information Technology","Equity","57,268,706.31","0.07","57,268,706.31","803,997.00","71.23","United States","NASDAQ","USD","1.00","USD","-"
"DNOW","DNOW INC","Industrials","Equity","57,160,879.20","0.07","57,160,879.20","4,380,144.00","13.05","United States","NYSE","USD","1.00","USD","-"
"EWTX","EDGEWISE THERAPEUTICS INC","Health Care","Equity","56,722,098.54","0.07","56,722,098.54","1,594,213.00","35.58","United States","NASDAQ","USD","1.00","USD","-"
"CECO","CECO ENVIRONMENTAL CORP","Industrials","Equity","56,659,197.40","0.07","56,659,197.40","696,230.00","81.38","United States","NASDAQ","USD","1.00","USD","-"
"APAM","ARTISAN PARTNERS ASSET MANAGEMENT","Financials","Equity","56,559,422.40","0.07","56,559,422.40","1,503,840.00","37.61","United States","NYSE","USD","1.00","USD","-"
"CLMT","CALUMET INC","Energy","Equity","56,472,652.46","0.07","56,472,652.46","1,631,686.00","34.61","United States","NASDAQ","USD","1.00","USD","-"
"FBNC","FIRST BANCORP","Financials","Equity","56,460,205.56","0.07","56,460,205.56","954,042.00","59.18","United States","NASDAQ","USD","1.00","USD","-"
"NG","NOVAGOLD RESOURCES INC","Materials","Equity","56,335,168.68","0.07","56,335,168.68","6,612,109.00","8.52","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"IDYA","IDEAYA BIOSCIENCES INC","Health Care","Equity","55,964,055.20","0.07","55,964,055.20","1,981,730.00","28.24","United States","NASDAQ","USD","1.00","USD","-"
"NTB","BANK OF NT BUTTERFIELD & SON LTD","Financials","Equity","55,796,406.82","0.07","55,796,406.82","992,642.00","56.21","United States","NYSE","USD","1.00","USD","-"
"VRRM","VERRA MOBILITY CORP CLASS A","Industrials","Equity","55,699,321.37","0.07","55,699,321.37","3,807,199.00","14.63","United States","NASDAQ","USD","1.00","USD","-"
"BANF","BANCFIRST CORP","Financials","Equity","55,575,927.20","0.07","55,575,927.20","490,780.00","113.24","United States","NASDAQ","USD","1.00","USD","-"
"FBK","FB FINANCIAL CORP","Financials","Equity","55,295,600.03","0.07","55,295,600.03","1,023,803.00","54.01","United States","NYSE","USD","1.00","USD","-"
"DYN","DYNE THERAPEUTICS INC","Health Care","Equity","55,082,212.58","0.07","55,082,212.58","3,140,377.00","17.54","United States","NASDAQ","USD","1.00","USD","-"
"PLUS","EPLUS","Information Technology","Equity","55,047,778.80","0.07","55,047,778.80","634,191.00","86.80","United States","NASDAQ","USD","1.00","USD","-"
"MZTI","MARZETTI","Consumer Staples","Equity","54,940,907.36","0.07","54,940,907.36","469,741.00","116.96","United States","NASDAQ","USD","1.00","USD","-"
"WAY","WAYSTAR HOLDING CORP","Health Care","Equity","54,738,256.43","0.07","54,738,256.43","2,605,343.00","21.01","United States","NASDAQ","USD","1.00","USD","-"
"WT","WISDOMTREE INC","Financials","Equity","54,673,276.32","0.07","54,673,276.32","2,920,581.00","18.72","United States","NYSE","USD","1.00","USD","-"
"NBTB","NBT BANCORP INC","Financials","Equity","54,657,605.89","0.07","54,657,605.89","1,212,727.00","45.07","United States","NASDAQ","USD","1.00","USD","-"
"ANDE","ANDERSONS INC","Consumer Staples","Equity","54,583,817.69","0.07","54,583,817.69","770,849.00","70.81","United States","NASDAQ","USD","1.00","USD","-"
"DGII","DIGI INTERNATIONAL INC","Information Technology","Equity","54,520,276.02","0.07","54,520,276.02","878,934.00","62.03","United States","NASDAQ","USD","1.00","USD","-"
"BATRK","ATLANTA BRAVES HOLDINGS INC SERIES","Communication","Equity","54,468,161.46","0.07","54,468,161.46","1,064,247.00","51.18","United States","NASDAQ","USD","1.00","USD","-"
"GPGI","GPGI INC CLASS A","Information Technology","Equity","54,412,441.20","0.07","54,412,441.20","4,204,980.00","12.94","United States","NYSE","USD","1.00","USD","-"
"BANR","BANNER CORP","Financials","Equity","54,288,107.70","0.07","54,288,107.70","827,815.00","65.58","United States","NASDAQ","USD","1.00","USD","-"
"NOG","NORTHERN OIL AND GAS INC","Energy","Equity","54,244,691.51","0.07","54,244,691.51","2,266,807.00","23.93","United States","NYSE","USD","1.00","USD","-"
"PRDO","PERDOCEO EDUCATION CORP","Consumer Discretionary","Equity","54,192,442.08","0.07","54,192,442.08","1,573,532.00","34.44","United States","NASDAQ","USD","1.00","USD","-"
"IBRX","IMMUNITYBIO INC","Health Care","Equity","54,074,077.84","0.07","54,074,077.84","6,968,309.00","7.76","United States","NASDAQ","USD","1.00","USD","-"
"DFTX","DEFINIUM THERAPEUTICS INC","Health Care","Equity","53,875,944.80","0.07","53,875,944.80","2,322,239.00","23.20","United States","NASDAQ","USD","1.00","USD","-"
"CSGS","CSG SYSTEMS INTERNATIONAL INC","Industrials","Equity","53,740,956.17","0.07","53,740,956.17","668,503.00","80.39","United States","NASDAQ","USD","1.00","USD","-"
"ARQT","ARCUTIS BIOTHERAPEUTICS INC","Health Care","Equity","53,675,361.78","0.07","53,675,361.78","2,598,033.00","20.66","United States","NASDAQ","USD","1.00","USD","-"
"CXW","CORECIVIC REIT INC","Industrials","Equity","53,383,851.92","0.07","53,383,851.92","2,446,556.00","21.82","United States","NYSE","USD","1.00","USD","-"
"IMNM","IMMUNOME INC","Health Care","Equity","53,336,882.55","0.07","53,336,882.55","2,403,645.00","22.19","United States","NASDAQ","USD","1.00","USD","-"
"HLIO","HELIOS TECHNOLOGIES INC","Industrials","Equity","53,337,923.76","0.07","53,337,923.76","784,612.00","67.98","United States","NYSE","USD","1.00","USD","-"
"ALRM","ALARM.COM HOLDINGS INC","Information Technology","Equity","53,162,076.00","0.07","53,162,076.00","1,131,108.00","47.00","United States","NASDAQ","USD","1.00","USD","-"
"BLBD","BLUE BIRD CORP","Industrials","Equity","53,130,991.76","0.07","53,130,991.76","750,014.00","70.84","United States","NASDAQ","USD","1.00","USD","-"
"LMAT","LEMAITRE VASCULAR INC","Health Care","Equity","53,095,388.94","0.07","53,095,388.94","492,034.00","107.91","United States","NASDAQ","USD","1.00","USD","-"
"BUSE","FIRST BUSEY CORP","Financials","Equity","53,040,721.58","0.07","53,040,721.58","1,994,762.00","26.59","United States","NASDAQ","USD","1.00","USD","-"
"PTON","PELOTON INTERACTIVE CLASS A INC","Consumer Discretionary","Equity","52,998,117.50","0.07","52,998,117.50","9,363,625.00","5.66","United States","NASDAQ","USD","1.00","USD","-"
"KNTK","KINETIK HOLDINGS INC CLASS A","Energy","Equity","52,928,438.00","0.07","52,928,438.00","1,091,308.00","48.50","United States","NYSE","USD","1.00","USD","-"
"AMR","ALPHA METALLURGICAL RESOURCE INC","Materials","Equity","52,705,999.83","0.07","52,705,999.83","272,481.00","193.43","United States","NYSE","USD","1.00","USD","-"
"DRH","DIAMONDROCK HOSPITALITY","Real Estate","Equity","52,330,345.08","0.07","52,330,345.08","4,909,038.00","10.66","United States","NASDAQ","USD","1.00","USD","-"
"IMVT","IMMUNOVANT INC","Health Care","Equity","52,333,607.52","0.07","52,333,607.52","1,922,616.00","27.22","United States","NASDAQ","USD","1.00","USD","-"
"GRAL","GRAIL INC","Health Care","Equity","52,282,556.04","0.07","52,282,556.04","830,937.00","62.92","United States","NASDAQ","USD","1.00","USD","-"
"VERA","VERA THERAPEUTICS INC CLASS A","Health Care","Equity","52,269,517.56","0.07","52,269,517.56","1,456,787.00","35.88","United States","NASDAQ","USD","1.00","USD","-"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Financials","Equity","51,894,270.64","0.07","51,894,270.64","871,294.00","59.56","United States","NASDAQ","USD","1.00","USD","-"
"ADPT","ADAPTIVE BIOTECHNOLOGIES CORP","Health Care","Equity","51,868,891.62","0.07","51,868,891.62","3,530,898.00","14.69","United States","NASDAQ","USD","1.00","USD","-"
"CPRI","CAPRI HOLDINGS LTD","Consumer Discretionary","Equity","51,842,901.39","0.07","51,842,901.39","2,773,831.00","18.69","United States","NYSE","USD","1.00","USD","-"
"COHU","COHU INC","Information Technology","Equity","51,448,520.84","0.07","51,448,520.84","1,083,583.00","47.48","United States","NASDAQ","USD","1.00","USD","-"
"FUN","SIX FLAGS ENTERTAINMENT CORP","Consumer Discretionary","Equity","51,320,112.88","0.07","51,320,112.88","2,254,838.00","22.76","United States","NYSE","USD","1.00","USD","-"
"SPSC","SPS COMMERCE INC","Information Technology","Equity","51,241,196.32","0.07","51,241,196.32","896,452.00","57.16","United States","NASDAQ","USD","1.00","USD","-"
"NHC","NATIONAL HEALTHCARE CORP","Health Care","Equity","51,197,325.72","0.07","51,197,325.72","298,666.00","171.42","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Consumer Discretionary","Equity","50,819,553.65","0.06","50,819,553.65","658,711.00","77.15","United States","NYSE","USD","1.00","USD","-"
"HURN","HURON CONSULTING GROUP INC","Industrials","Equity","50,221,454.40","0.06","50,221,454.40","402,480.00","124.78","United States","NASDAQ","USD","1.00","USD","-"
"THR","THERMON GROUP HOLDINGS INC","Industrials","Equity","50,188,426.04","0.06","50,188,426.04","768,347.00","65.32","United States","NYSE","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","49,830,922.92","0.06","49,830,922.92","1,369,734.00","36.38","United States","NASDAQ","USD","1.00","USD","-"
"FLYW","FLYWIRE CORP","Financials","Equity","49,697,987.85","0.06","49,697,987.85","2,803,045.00","17.73","United States","NASDAQ","USD","1.00","USD","-"
"AXGN","AXOGEN INC","Health Care","Equity","49,678,534.23","0.06","49,678,534.23","1,144,403.00","43.41","United States","NASDAQ","USD","1.00","USD","-"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","49,586,932.02","0.06","49,586,932.02","710,211.00","69.82","United States","NYSE","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","49,261,585.38","0.06","49,261,585.38","981,502.00","50.19","United States","NYSE","USD","1.00","USD","-"
"NSIT","INSIGHT ENTERPRISES INC","Information Technology","Equity","49,241,618.61","0.06","49,241,618.61","699,753.00","70.37","United States","NASDAQ","USD","1.00","USD","-"
"PENG","PENGUIN SOLUTIONS INC","Information Technology","Equity","49,109,030.96","0.06","49,109,030.96","1,259,852.00","38.98","United States","NASDAQ","USD","1.00","USD","-"
"RCUS","ARCUS BIOSCIENCES INC","Health Care","Equity","49,018,581.78","0.06","49,018,581.78","1,978,151.00","24.78","United States","NYSE","USD","1.00","USD","-"
"SGHC","SUPER GROUP LTD","Consumer Discretionary","Equity","48,880,492.95","0.06","48,880,492.95","3,768,735.00","12.97","United States","NYSE","USD","1.00","USD","-"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","Health Care","Equity","48,710,705.96","0.06","48,710,705.96","3,550,343.00","13.72","United States","NASDAQ","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","48,388,677.80","0.06","48,388,677.80","1,060,690.00","45.62","United States","NYSE","USD","1.00","USD","-"
"GRBK","GREEN BRICK PARTNERS INC","Consumer Discretionary","Equity","47,993,539.32","0.06","47,993,539.32","731,163.00","65.64","United States","NYSE","USD","1.00","USD","-"
"TIC","TIC SOLUTIONS INC","Industrials","Equity","47,851,203.40","0.06","47,851,203.40","4,780,340.00","10.01","United States","NYSE","USD","1.00","USD","-"
"NEOG","NEOGEN CORP","Health Care","Equity","47,763,087.25","0.06","47,763,087.25","5,163,577.00","9.25","United States","NASDAQ","USD","1.00","USD","-"
"BCRX","BIOCRYST PHARMACEUTICALS INC","Health Care","Equity","47,471,870.20","0.06","47,471,870.20","5,333,918.00","8.90","United States","NASDAQ","USD","1.00","USD","-"
"BULL","WEBULL CORP CLASS A","Financials","Equity","47,418,973.14","0.06","47,418,973.14","6,576,834.00","7.21","United States","NASDAQ","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","47,372,867.25","0.06","47,372,867.25","541,095.00","87.55","United States","NASDAQ","USD","1.00","USD","-"
"BWIN","BALDWIN INSURANCE GROUP INC CLASS","Financials","Equity","47,313,403.66","0.06","47,313,403.66","2,255,167.00","20.98","United States","NASDAQ","USD","1.00","USD","-"
"SMR","NUSCALE POWER CORP CLASS A","Industrials","Equity","47,262,204.56","0.06","47,262,204.56","3,756,932.00","12.58","United States","NYSE","USD","1.00","USD","-"
"VVX","V2X INC","Industrials","Equity","47,195,725.20","0.06","47,195,725.20","625,938.00","75.40","United States","NYSE","USD","1.00","USD","-"
"NWBI","NORTHWEST BANCSHARES INC","Financials","Equity","47,170,451.22","0.06","47,170,451.22","3,410,734.00","13.83","United States","NASDAQ","USD","1.00","USD","-"
"ARR","ARMOUR RESIDENTIAL REIT INC","Financials","Equity","47,133,596.25","0.06","47,133,596.25","2,685,675.00","17.55","United States","NYSE","USD","1.00","USD","-"
"BRZE","BRAZE INC CLASS A","Information Technology","Equity","47,000,270.80","0.06","47,000,270.80","2,079,658.00","22.60","United States","NASDAQ","USD","1.00","USD","-"
"MGNI","MAGNITE INC","Communication","Equity","46,890,970.00","0.06","46,890,970.00","3,349,355.00","14.00","United States","NASDAQ","USD","1.00","USD","-"
"CNS","COHEN & STEERS INC","Financials","Equity","46,771,144.20","0.06","46,771,144.20","657,822.00","71.10","United States","NYSE","USD","1.00","USD","-"
"CWK","CUSHMAN AND WAKEFIELD LTD","Real Estate","Equity","46,615,277.40","0.06","46,615,277.40","3,365,724.00","13.85","United States","NYSE","USD","1.00","USD","-"
"ERAS","ERASCA INC","Health Care","Equity","46,586,810.40","0.06","46,586,810.40","4,479,501.00","10.40","United States","NASDAQ","USD","1.00","USD","-"
"KWR","QUAKER HOUGHTON CORP","Materials","Equity","46,431,771.96","0.06","46,431,771.96","324,834.00","142.94","United States","NYSE","USD","1.00","USD","-"
"ATEN","A10 NETWORKS INC","Information Technology","Equity","46,351,773.45","0.06","46,351,773.45","1,699,735.00","27.27","United States","NYSE","USD","1.00","USD","-"
"BFH","BREAD FINANCIAL HOLDINGS INC","Financials","Equity","46,356,825.68","0.06","46,356,825.68","536,041.00","86.48","United States","NYSE","USD","1.00","USD","-"
"EOSE","EOS ENERGY ENTERPRISES INC CLASS A","Industrials","Equity","46,329,025.68","0.06","46,329,025.68","7,284,438.00","6.36","United States","NASDAQ","USD","1.00","USD","-"
"MD","PEDIATRIX MEDICAL GROUP INC","Health Care","Equity","46,329,721.05","0.06","46,329,721.05","2,020,485.00","22.93","United States","NYSE","USD","1.00","USD","-"
"ADMA","ADMA BIOLOGICS INC","Health Care","Equity","46,323,005.96","0.06","46,323,005.96","5,469,068.00","8.47","United States","NASDAQ","USD","1.00","USD","-"
"DBD","DIEBOLD NIXDORF INC","Information Technology","Equity","46,242,838.20","0.06","46,242,838.20","586,020.00","78.91","United States","NYSE","USD","1.00","USD","-"
"TNK","TEEKAY TANKERS LTD CLASS A","Energy","Equity","46,212,153.75","0.06","46,212,153.75","568,625.00","81.27","Bermuda","NYSE","USD","1.00","USD","-"
"DXPE","DXP ENTERPRISES INC","Industrials","Equity","46,165,804.62","0.06","46,165,804.62","307,731.00","150.02","United States","NASDAQ","USD","1.00","USD","-"
"QUBT","QUANTUM COMPUTING INC","Information Technology","Equity","45,966,657.51","0.06","45,966,657.51","4,773,277.00","9.63","United States","NASDAQ","USD","1.00","USD","-"
"CALY","CALLAWAY GOLF COMPANY","Consumer Discretionary","Equity","45,897,346.67","0.06","45,897,346.67","3,107,471.00","14.77","United States","NYSE","USD","1.00","USD","-"
"SPNT","SIRIUSPOINT LTD","Financials","Equity","45,739,657.53","0.06","45,739,657.53","1,947,197.00","23.49","United States","NYSE","USD","1.00","USD","-"
"LC","LENDINGCLUB CORP","Financials","Equity","45,567,221.59","0.06","45,567,221.59","2,730,211.00","16.69","United States","NYSE","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","45,524,967.81","0.06","45,524,967.81","1,050,657.00","43.33","United States","NASDAQ","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","45,289,558.65","0.06","45,289,558.65","1,003,091.00","45.15","United States","NYSE","USD","1.00","USD","-"
"SHO","SUNSTONE HOTEL INVESTORS REIT INC","Real Estate","Equity","45,191,256.75","0.06","45,191,256.75","4,366,305.00","10.35","United States","NYSE","USD","1.00","USD","-"
"TALO","TALOS ENERGY INC","Energy","Equity","45,005,463.84","0.06","45,005,463.84","3,016,452.00","14.92","United States","NYSE","USD","1.00","USD","-"
"DCO","DUCOMMUN INC","Industrials","Equity","44,937,399.52","0.06","44,937,399.52","326,248.00","137.74","United States","NYSE","USD","1.00","USD","-"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Financials","Equity","44,896,773.00","0.06","44,896,773.00","2,413,805.00","18.60","United States","NYSE","USD","1.00","USD","-"
"HTO","H2O AMERICA","Utilities","Equity","44,839,790.76","0.06","44,839,790.76","784,461.00","57.16","United States","NASDAQ","USD","1.00","USD","-"
"GT","GOODYEAR TIRE & RUBBER","Consumer Discretionary","Equity","44,728,036.92","0.06","44,728,036.92","6,520,122.00","6.86","United States","NASDAQ","USD","1.00","USD","-"
"IOSP","INNOSPEC INC","Materials","Equity","44,661,653.44","0.06","44,661,653.44","582,746.00","76.64","United States","NASDAQ","USD","1.00","USD","-"
"RAMP","LIVERAMP HOLDINGS INC","Information Technology","Equity","44,597,927.57","0.06","44,597,927.57","1,478,221.00","30.17","United States","NYSE","USD","1.00","USD","-"
"SYBT","STOCK YARDS BANCORP INC","Financials","Equity","44,566,210.48","0.06","44,566,210.48","616,748.00","72.26","United States","NASDAQ","USD","1.00","USD","-"
"FRSH","FRESHWORKS INC CLASS A","Information Technology","Equity","44,380,427.28","0.06","44,380,427.28","4,914,776.00","9.03","United States","NASDAQ","USD","1.00","USD","-"
"AGYS","AGILYSYS INC","Information Technology","Equity","44,358,432.69","0.06","44,358,432.69","608,233.00","72.93","United States","NASDAQ","USD","1.00","USD","-"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","Industrials","Equity","44,112,781.10","0.06","44,112,781.10","1,241,215.00","35.54","United States","NYSE","USD","1.00","USD","-"
"UNIT","UNITI GROUP INC","Communication","Equity","44,075,343.20","0.06","44,075,343.20","3,963,610.00","11.12","United States","NASDAQ","USD","1.00","USD","-"
"AMPX","AMPRIUS TECHNOLOGIES INC","Industrials","Equity","43,785,723.42","0.06","43,785,723.42","2,717,922.00","16.11","United States","NYSE","USD","1.00","USD","-"
"IRON","DISC MEDICINE INC","Health Care","Equity","43,703,457.63","0.06","43,703,457.63","647,171.00","67.53","United States","NASDAQ","USD","1.00","USD","-"
"NN","NEXTNAV INC","Information Technology","Equity","43,653,703.04","0.06","43,653,703.04","2,237,504.00","19.51","United States","NASDAQ","USD","1.00","USD","-"
"NNI","NELNET INC CLASS A","Financials","Equity","43,479,367.44","0.06","43,479,367.44","307,579.00","141.36","United States","NYSE","USD","1.00","USD","-"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Financials","Equity","43,403,000.08","0.06","43,403,000.08","4,288,834.00","10.12","Brazil","NYSE","USD","1.00","USD","-"
"SMA","SMARTSTOP SELF STORAGE REIT INC","Real Estate","Equity","43,308,254.88","0.06","43,308,254.88","1,293,556.00","33.48","United States","NYSE","USD","1.00","USD","-"
"STRA","STRATEGIC EDUCATION INC","Consumer Discretionary","Equity","43,024,327.28","0.05","43,024,327.28","543,992.00","79.09","United States","NASDAQ","USD","1.00","USD","-"
"LTC","LTC PROPERTIES REIT INC","Real Estate","Equity","42,884,883.84","0.05","42,884,883.84","1,110,432.00","38.62","United States","NYSE","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","42,847,666.08","0.05","42,847,666.08","4,698,209.00","9.12","United States","NYSE","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX INC","Health Care","Equity","42,792,869.68","0.05","42,792,869.68","4,420,751.00","9.68","United States","NASDAQ","USD","1.00","USD","-"
"BBAI","BIGBEAR.AI HOLDINGS INC","Information Technology","Equity","42,701,246.19","0.05","42,701,246.19","10,240,107.00","4.17","United States","NYSE","USD","1.00","USD","-"
"AUPH","AURINIA PHARMACEUTICALS INC","Health Care","Equity","42,557,010.86","0.05","42,557,010.86","2,810,899.00","15.14","United States","NASDAQ","USD","1.00","USD","-"
"ECPG","ENCORE CAPITAL GROUP INC","Financials","Equity","42,547,041.16","0.05","42,547,041.16","517,478.00","82.22","United States","NASDAQ","USD","1.00","USD","-"
"SPB","SPECTRUM BRANDS HOLDINGS INC","Consumer Staples","Equity","42,514,297.44","0.05","42,514,297.44","540,688.00","78.63","United States","NYSE","USD","1.00","USD","-"
"WD","WALKER & DUNLOP INC","Financials","Equity","42,486,396.25","0.05","42,486,396.25","774,875.00","54.83","United States","NYSE","USD","1.00","USD","-"
"AAMI","ACADIAN ASSET MANAGEMENT INC","Financials","Equity","42,400,300.83","0.05","42,400,300.83","637,311.00","66.53","United States","NYSE","USD","1.00","USD","-"
"GTY","GETTY REALTY REIT CORP","Real Estate","Equity","42,315,188.90","0.05","42,315,188.90","1,281,890.00","33.01","United States","NYSE","USD","1.00","USD","-"
"DHC","DIVERSIFIED HEALTHCARE TRUST","Real Estate","Equity","42,110,496.77","0.05","42,110,496.77","5,205,253.00","8.09","United States","NASDAQ","USD","1.00","USD","-"
"SKWD","SKYWARD SPECIALTY INSURANCE GROUP","Financials","Equity","42,003,226.95","0.05","42,003,226.95","922,945.00","45.51","United States","NASDAQ","USD","1.00","USD","-"
"SONO","SONOS INC","Consumer Discretionary","Equity","41,892,464.07","0.05","41,892,464.07","2,813,463.00","14.89","United States","NASDAQ","USD","1.00","USD","-"
"EYE","NATIONAL VISION HOLDINGS INC","Consumer Discretionary","Equity","41,872,183.38","0.05","41,872,183.38","1,834,086.00","22.83","United States","NASDAQ","USD","1.00","USD","-"
"RLAY","RELAY THERAPEUTICS INC","Health Care","Equity","41,703,974.01","0.05","41,703,974.01","3,333,651.00","12.51","United States","NASDAQ","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS INC","Health Care","Equity","41,701,191.22","0.05","41,701,191.22","2,030,243.00","20.54","United States","NASDAQ","USD","1.00","USD","-"
"SEM","SELECT MEDICAL HOLDINGS CORP","Health Care","Equity","41,660,373.84","0.05","41,660,373.84","2,534,086.00","16.44","United States","NYSE","USD","1.00","USD","-"
"VCEL","VERICEL CORP","Health Care","Equity","41,611,695.78","0.05","41,611,695.78","1,184,506.00","35.13","United States","NASDAQ","USD","1.00","USD","-"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrials","Equity","41,603,393.13","0.05","41,603,393.13","675,051.00","61.63","United States","NYSE","USD","1.00","USD","-"
"ADUS","ADDUS HOMECARE CORP","Health Care","Equity","41,283,746.73","0.05","41,283,746.73","424,337.00","97.29","United States","NASDAQ","USD","1.00","USD","-"
"WOR","WORTHINGTON ENTERPRISES INC","Industrials","Equity","41,195,744.33","0.05","41,195,744.33","739,999.00","55.67","United States","NYSE","USD","1.00","USD","-"
"FIVN","FIVE9 INC","Information Technology","Equity","41,156,469.00","0.05","41,156,469.00","1,853,895.00","22.20","United States","NASDAQ","USD","1.00","USD","-"
"STEL","STELLAR BANCORP INC","Financials","Equity","40,898,375.84","0.05","40,898,375.84","1,090,042.00","37.52","United States","NYSE","USD","1.00","USD","-"
"STBA","S AND T BANCORP INC","Financials","Equity","40,718,632.77","0.05","40,718,632.77","914,409.00","44.53","United States","NASDAQ","USD","1.00","USD","-"
"CTS","CTS CORP","Information Technology","Equity","40,689,321.75","0.05","40,689,321.75","679,855.00","59.85","United States","NYSE","USD","1.00","USD","-"
"AGM","FEDERAL AGRICULTURAL MORTGAGE NON","Financials","Equity","40,552,991.50","0.05","40,552,991.50","222,050.00","182.63","United States","NYSE","USD","1.00","USD","-"
"ADNT","ADIENT PLC","Consumer Discretionary","Equity","40,476,325.76","0.05","40,476,325.76","1,851,616.00","21.86","United States","NYSE","USD","1.00","USD","-"
